Title,Price,screen,screen_size,resolution_width,resolution_height,resolution_pixels,refresh_rate,ram,ram_gb,storage,storage_gb,processor,cpu_clean,cpu_brand,cpu_family,cpu_generation,graphics,gpu_clean,gpu_brand,gpu_model,nvidia_gpu,is_gaming,has_dedicated_gpu,has_nvidia_gpu,has_amd_gpu,has_intel_gpu,os
"Laptop Acer Chromebook Plus 515 Google AI laptop CB515-2H-55JL 15,6"" i5-1235U 8GB RAM 512GB Dysk SSD ChromeOS Szary Funkcje AI",1399.0,"15,6 "",  1920 x 1080 pikseli 60 Hz",15.6,1920,1080,2073600,60,8 GB  LPDDR5X RAM,8,512 GB SSD,512,Intel® Core™ i5 12gen 1235U,Intel Core i5 12gen 1235U,Intel,Core i5,12,Intel®  Iris Xe Graphics,Intel Iris Xe Graphics,Intel,Iris Xe,,False,False,False,False,True,Chrome OS
"Apple MacBook Air 2025 15,3"" M4 16GB RAM 256GB Dysk macOS Księżycowa poświata Funkcje AI",5499.0,"15,3"",  2880 x 1864 pikseli",15.3,2880,1864,5368320,,16 GB  zunifikowana RAM,16,256 GB SSD,256,Apple M4,Apple M4,Apple,M4,,Apple  M4 (10-rdzeni),Apple M4 (10-rdzeni),Apple,M4,,False,False,False,False,False,macOS Sequoia lub nowszy
"Apple MacBook Air 2025 15,3"" M4 16GB RAM 256GB Dysk macOS Błękitny Funkcje AI",5499.0,"15,3"",  2880 x 1864 pikseli",15.3,2880,1864,5368320,,16 GB  zunifikowana RAM,16,256 GB SSD,256,Apple M4,Apple M4,Apple,M4,,Apple  M4 (10-rdzeni),Apple M4 (10-rdzeni),Apple,M4,,False,False,False,False,False,macOS Sequoia lub nowszy
"Laptop Dell Inspiron 3530-8026 15,6"" i5-1334U 16GB RAM 1TB Dysk SSD Win11 Czarny",2399.0,"15,6 "",  1920 x 1080 pikseli 120 Hz",15.6,1920,1080,2073600,120,16 GB  DDR4 2666 MHz RAM,16,1 TB SSD,1024,Intel® Core™ i5 13gen 1334U,Intel Core i5 13gen 1334U,Intel,Core i5,13,Intel®  Iris Xe Graphics,Intel Iris Xe Graphics,Intel,Iris Xe,,False,False,False,False,True,Windows 11 Home Edition
"Laptop gamingowy Acer Nitro V 15 ANV15-51 15,6"" 144Hz i5-13420H 16GB RAM 512GB Dysk SSD RTX2050 Win11 Czarny",2499.0,"15,6 "",  1920 x 1080 pikseli 144 Hz",15.6,1920,1080,2073600,144,16 GB  DDR5 RAM,16,512 GB SSD,512,Intel® Core™ i5 13gen 13420H,Intel Core i5 13gen 13420H,Intel,Core i5,13,NVIDIA® GeForce RTX™ 2050 + Intel UHD Graphics,NVIDIA GeForce RTX 2050 + Intel UHD Graphics,NVIDIA,GeForce RTX 2050,GeForce RTX 2050,True,True,True,False,True,Windows 11 Home Edition
"Laptop gamingowy Lenovo Legion Pro 5 16ADR10 16"" 240Hz R9 8945HX 32GB RAM 1TB Dysk SSD RTX5060 DLSS4 Czarny Funkcje AI",6899.0,"16 "",  2560 x 1600 pikseli 240 Hz",16.0,2560,1600,4096000,240,32 GB  DDR5 5200 Mhz RAM,32,1 TB SSD,1024,AMD Ryzen™ 9 8945HX,AMD Ryzen 9 8945HX,AMD,Ryzen 9,,NVIDIA® GeForce RTX™ 5060 + AMD Radeon™ 610M,NVIDIA GeForce RTX 5060 + AMD Radeon 610M,NVIDIA,GeForce RTX 5060,GeForce RTX 5060,True,True,True,True,False,bez systemu
"Laptop gamingowy ASUS TUF Gaming A15 FA506NC-HN001W 15,6''144Hz R5 7535HS 16GB RAM 512GB Dysk SSD RTX3050 Win11 Czarny",3399.0,"15,6 "",  1920 x 1080 pikseli 144 Hz",15.6,1920,1080,2073600,144,16 GB  DDR5 4800 Mhz RAM,16,512 GB SSD,512,AMD Ryzen™ 5 7535HS,AMD Ryzen 5 7535HS,AMD,Ryzen 5,,NVIDIA® Geforce RTX 3050 + AMD Radeon™ 660M,NVIDIA Geforce RTX 3050 + AMD Radeon 660M,NVIDIA,GeForce RTX 3050,GeForce RTX 3050,True,True,True,True,False,Windows 11 Home Edition
"Apple MacBook Air 2025 13,6"" M4 16GB RAM 256GB Dysk macOS Księżycowa poświata Funkcje AI",4499.0,"13,6 "",  2560 x 1664 pikseli",13.6,2560,1664,4259840,,16 GB  zunifikowana RAM,16,256 GB SSD,256,Apple M4,Apple M4,Apple,M4,,Apple  M4 (8-rdzeni),Apple M4 (8-rdzeni),Apple,M4,,False,False,False,False,False,macOS Sequoia lub nowszy
Laptop ASUS Zenbook 14 OLED UX3405CA-PZ051W 14'' 120Hz Ultra 5 225H 16GB RAM 512GB Dysk SSD Win11 Niebieski Funkcje AI,4499.0,"14 "", ekran dotykowy 2880 x 1800 pikseli 120 Hz",14.0,2880,1800,5184000,120,16 GB  LPDDR5X RAM,16,512 GB SSD,512,Intel® Core™ Ultra 5 15gen 225H,Intel Core Ultra 5 15gen 225H,Intel,Core Ultra 5,15,Intel®   Arc™ 130T,Intel Arc 130T,Intel,Arc 130T,,False,False,False,False,True,Windows 11 Home Edition
"Laptop Acer Nitro V 16 ANV16-41 16"" 165Hz R5 8645HS 16GB RAM 512GB Dysk SSD RTX3050 Win11 Czarny Funkcje AI",2999.0,"16 "",  1920 x 1200 pikseli 165 Hz",16.0,1920,1200,2304000,165,16 GB  DDR5 5600 Mhz RAM,16,512 GB SSD,512,AMD Ryzen™ 5 8645HS,AMD Ryzen 5 8645HS,AMD,Ryzen 5,,NVIDIA® GeForce RTX™ 3050 + AMD Radeon™ 760M,NVIDIA GeForce RTX 3050 + AMD Radeon 760M,NVIDIA,GeForce RTX 3050,GeForce RTX 3050,False,True,True,True,False,Windows 11 Home Edition
"Laptop Lenovo IdeaPad Slim 3 15ARP10 15,3"" R5 7533HS 24GB RAM 512GB Dysk SSD Win11 Szary Funkcje AI",2699.0,"15,3"",  1920 x 1200 pikseli 60 Hz",15.3,1920,1200,2304000,60,24 GB  DDR5 4800 Mhz RAM,24,512 GB SSD,512,AMD Ryzen™ 5 7533HS,AMD Ryzen 5 7533HS,AMD,Ryzen 5,,AMD  Radeon™ 660M Graphics,AMD Radeon 660M Graphics,AMD,Radeon 660M,,False,False,False,True,False,Windows 11 Home Edition
"Laptop gamingowy Dell G15 5530-8522 15,6"" 120Hz i5-13450HX 16GB RAM 512GB Dysk SSD RTX3050 Win11 Czarny",3299.0,"15,6 "",  1920 x 1080 pikseli 120 Hz",15.6,1920,1080,2073600,120,16 GB  DDR5 4800 Mhz RAM,16,512 GB SSD,512,Intel® Core™ i5 13gen 13450HX,Intel Core i5 13gen 13450HX,Intel,Core i5,13,NVIDIA® GeForce RTX™ 3050 + Intel UHD Graphics,NVIDIA GeForce RTX 3050 + Intel UHD Graphics,NVIDIA,GeForce RTX 3050,GeForce RTX 3050,True,True,True,False,True,Windows 11 Home Edition
"Laptop Lenovo Yoga Slim 7 14AKP10 OLED 14"" Ryzen AI 7 350 16GB RAM 512GB Dysk SSD Win11 Zielony Funkcje AI",4299.0,"14 "",  1920 x 1200 pikseli 60 Hz",14.0,1920,1200,2304000,60,16 GB  LPDDR5x 7500 Mhz RAM,16,512 GB SSD,512,AMD Ryzen™ AI 7 350,AMD Ryzen AI 7 350,AMD,Ryzen AI 7,,AMD  Radeon™ 860M Graphics,AMD Radeon 860M Graphics,AMD,Radeon 860M,,False,False,False,True,False,Windows 11 Home Edition
"Apple MacBook Pro 2024 14,2"" M4 16GB RAM 512GB Dysk macOS Gwiezdna Czerń Funkcje AI",6499.0,"14,2 "",  3024 x 1964 pikseli 120 Hz",14.2,3024,1964,5939136,120,16 GB  zunifikowana RAM,16,512 GB SSD,512,Apple M4,Apple M4,Apple,M4,,Apple  M4 (10-rdzeni),Apple M4 (10-rdzeni),Apple,M4,,False,False,False,False,False,macOS Sequoia lub nowszy
"Laptop ASUS Zenbook S16 UM5606GA-SR065W OLED 16"" 120Hz Ryzen AI 7 445 32GB RAM 1TB Dysk SSD Win11 Szary Funkcje AI",7199.0,"16 "", ekran dotykowy 2880 x 1800 pikseli 120 Hz",16.0,2880,1800,5184000,120,32 GB  LPDDR5X RAM,32,1 TB SSD,1024,AMD Ryzen™ AI 7 445,AMD Ryzen AI 7 445,AMD,Ryzen AI 7,,AMD  Radeon™ 840M,AMD Radeon 840M,AMD,Radeon 840M,,False,False,False,True,False,Windows 11 Home Edition
"Laptop Lenovo IdeaPad Slim 5 16IRH10 16"" i5-13420H 32GB RAM 512GB Dysk SSD Win11 Szary",3299.0,"16 "",  1920 x 1200 pikseli 60 Hz",16.0,1920,1200,2304000,60,32 GB  DDR5 5600 Mhz RAM,32,512 GB SSD,512,Intel® Core™ i5 13gen 13420H,Intel Core i5 13gen 13420H,Intel,Core i5,13,Intel®  UHD Graphics,Intel UHD Graphics,Intel,UHD,,False,False,False,False,True,Windows 11 Home Edition
"Laptop gamingowy ASUS TUF Gaming F16 FX608JMR-I7161 16"" 165Hz i7-14650HX 16GB RAM 1TB Dysk SSD RTX5060 DLSS4 Szary",5699.0,"16 "",  1920 x 1200 pikseli 165 Hz",16.0,1920,1200,2304000,165,16 GB  DDR5 5600 Mhz RAM,16,1 TB SSD,1024,Intel® Core™ i7 14gen 14650HX,Intel Core i7 14gen 14650HX,Intel,Core i7,14,NVIDIA® GeForce RTX™ 5060 + Intel UHD Graphics,NVIDIA GeForce RTX 5060 + Intel UHD Graphics,NVIDIA,GeForce RTX 5060,GeForce RTX 5060,True,True,True,False,True,bez systemu
"Laptop Lenovo IdeaPad Slim 5 16IAH8 16"" i5-12450H 16GB RAM 512GB Dysk SSD Win11 Szary",3199.0,"16 "",  1920 x 1200 pikseli 60 Hz",16.0,1920,1200,2304000,60,16 GB  LPDDR5 4800 Mhz RAM,16,512 GB SSD,512,Intel® Core™ i5 12gen 12450H,Intel Core i5 12gen 12450H,Intel,Core i5,12,Intel®  UHD Graphics,Intel UHD Graphics,Intel,UHD,,False,False,False,False,True,Windows 11 Home Edition
"Laptop gamingowy Lenovo LOQ 15IAX9 15,6"" 144Hz i5-12450HX 24GB RAM 512GB Dysk SSD RTX4050 Win11 Szary Funkcje AI",4199.0,"15,6 "",  1920 x 1080 pikseli 144 Hz",15.6,1920,1080,2073600,144,24 GB  DDR5 4800 Mhz RAM,24,512 GB SSD,512,Intel® Core™ i5 12gen 12450HX,Intel Core i5 12gen 12450HX,Intel,Core i5,12,NVIDIA® GeForce RTX™ 4050 + Intel UHD Graphics,NVIDIA GeForce RTX 4050 + Intel UHD Graphics,NVIDIA,GeForce RTX 4050,GeForce RTX 4050,True,True,True,False,True,Windows 11 Home Edition
"Laptop 2w1 Lenovo Yoga 7 2-in-1 14AKP10 OLED 14"" Ryzen AI 7 350 16GB RAM 512GB Dysk SSD Win11 Zielony Funkcje AI",5199.0,"14 "", ekran dotykowy 1920 x 1200 pikseli 60 Hz",14.0,1920,1200,2304000,60,16 GB  LPDDR5x 7500 Mhz RAM,16,512 GB SSD,512,AMD Ryzen™ AI 7 350,AMD Ryzen AI 7 350,AMD,Ryzen AI 7,,AMD  Radeon™ 860M Graphics,AMD Radeon 860M Graphics,AMD,Radeon 860M,,False,False,False,True,False,Windows 11 Home Edition
"Laptop Lenovo IdeaPad Slim 3 15ABR8 15,6"" R5 7530U 16GB RAM 512GB Dysk SSD Win11 Szary",3199.0,"15,6 "",  1920 x 1080 pikseli 60 Hz",15.6,1920,1080,2073600,60,16 GB  DDR4 3200 MHz RAM,16,512 GB SSD,512,AMD Ryzen™ 5 7530U,AMD Ryzen 5 7530U,AMD,Ryzen 5,,AMD  Radeon™ Graphics,AMD Radeon Graphics,AMD,Radeon,,False,False,False,True,False,Windows 11 Home Edition
"Laptop Acer Nitro V 16 ANV16-41 16"" 165Hz R5 8645HS 16GB RAM 1TB Dysk SSD RTX4050 DLSS3 Win11 Czarny Funkcje AI",3999.0,"16 "",  1920 x 1200 pikseli 165 Hz",16.0,1920,1200,2304000,165,16 GB  DDR5 5600 Mhz RAM,16,1 TB SSD,1024,AMD Ryzen™ 5 8645HS,AMD Ryzen 5 8645HS,AMD,Ryzen 5,,NVIDIA® GeForce RTX™ 4050 + AMD Radeon™ 760M,NVIDIA GeForce RTX 4050 + AMD Radeon 760M,NVIDIA,GeForce RTX 4050,GeForce RTX 4050,False,True,True,True,False,Windows 11 Home Edition
"Laptop gamingowy ASUS TUF Gaming A15 FA507NVR-LP017W 15,6'' 144Hz R7 7435HS 16GB RAM 512GB Dysk SSD RTX4060 DLSS3 Win11 Szary",4899.0,"15,6 "",  1920 x 1080 pikseli 144 Hz",15.6,1920,1080,2073600,144,16 GB  DDR5 4800 Mhz RAM,16,512 GB SSD,512,AMD Ryzen™ 7 7435HS,AMD Ryzen 7 7435HS,AMD,Ryzen 7,,NVIDIA® GeForce RTX™ 4060,NVIDIA GeForce RTX 4060,NVIDIA,GeForce RTX 4060,GeForce RTX 4060,True,True,True,False,False,Windows 11 Home Edition
"Laptop Acer Aspire Lite 16 AL16-54P 16"" i5-1334U 16GB RAM 512GB Dysk SSD Win11 Srebrny",1999.0,"16 "",  1920 x 1200 pikseli 60 Hz",16.0,1920,1200,2304000,60,16 GB  DDR5 4800 Mhz RAM,16,512 GB SSD,512,Intel® Core™ i5 13gen 1334U,Intel Core i5 13gen 1334U,Intel,Core i5,13,Intel®  Iris Xe Graphics (działający jako Intel® UHD Graphics),Intel Iris Xe Graphics (działający jako Intel UHD Graphics),Intel,Iris Xe,,False,False,False,False,True,Windows 11 Home Edition
"Laptop Acer Nitro V 16 ANV16-41 16"" 165Hz R5 8645HS 16GB RAM 512GB Dysk SSD RTX3050 Win11 Czarny Funkcje AI",2999.0,"16 "",  1920 x 1200 pikseli 165 Hz",16.0,1920,1200,2304000,165,16 GB  DDR5 5600 Mhz RAM,16,512 GB SSD,512,AMD Ryzen™ 5 8645HS,AMD Ryzen 5 8645HS,AMD,Ryzen 5,,NVIDIA® GeForce RTX™ 3050 + AMD Radeon™ 760M,NVIDIA GeForce RTX 3050 + AMD Radeon 760M,NVIDIA,GeForce RTX 3050,GeForce RTX 3050,False,True,True,True,False,Windows 11 Home Edition
"Laptop Acer Aspire Lite 14 AL14-52M 14"" i5-1334U 16GB RAM 512GB Dysk SSD Win11 Srebrny",1999.0,"14 "",  1920 x 1200 pikseli 60 Hz",14.0,1920,1200,2304000,60,16 GB  DDR5 4800 Mhz RAM,16,512 GB SSD,512,Intel® Core™ i5 13gen 1334U,Intel Core i5 13gen 1334U,Intel,Core i5,13,Intel®  Iris Xe Graphics (działający jako Intel® UHD Graphics),Intel Iris Xe Graphics (działający jako Intel UHD Graphics),Intel,Iris Xe,,False,False,False,False,True,Windows 11 Home Edition
"Laptop Lenovo IdeaPad Slim 3 15ARP10 15,3"" R5 7533HS 16GB RAM 512GB Dysk SSD Win11 Szary Funkcje AI",2599.0,"15,3"",  1920 x 1200 pikseli 60 Hz",15.3,1920,1200,2304000,60,16 GB  DDR5 4800 Mhz RAM,16,512 GB SSD,512,AMD Ryzen™ 5 7533HS,AMD Ryzen 5 7533HS,AMD,Ryzen 5,,AMD  Radeon™ 660M Graphics,AMD Radeon 660M Graphics,AMD,Radeon 660M,,False,False,False,True,False,Windows 11 Home Edition
"Laptop gamingowy Gigabyte Gaming A16 3VHK3EE893SH 16"" 165Hz  R7 260 16GB RAM 512GB Dysk SSD RTX5060 DLSS4 Win11 Czarny Funkcje AI",4774.16,"16 "",  1920 x 1200 pikseli 165 Hz",16.0,1920,1200,2304000,165,16 GB  DDR5 5600 Mhz RAM,16,512 GB SSD,512,AMD Ryzen™ 7 260,AMD Ryzen 7 260,AMD,Ryzen 7,,NVIDIA® GeForce RTX 5060 + AMD Radeon™ 780M,NVIDIA GeForce RTX 5060 + AMD Radeon 780M,NVIDIA,GeForce RTX 5060,GeForce RTX 5060,True,True,True,True,False,Windows 11 Home Edition
"Laptop Dell Inspiron 3520-5252 15,6"" 120Hz i5-1235U 8GB RAM 512GB Dysk SSD Win11 Czarny",1799.0,"15,6 "",  1920 x 1080 pikseli 120 Hz",15.6,1920,1080,2073600,120,8 GB  DDR4 2666 MHz RAM,8,512 GB SSD,512,Intel® Core™ i5 12gen 1235U,Intel Core i5 12gen 1235U,Intel,Core i5,12,Intel®  UHD Graphics 620,Intel UHD Graphics 620,Intel,UHD Graphics 620,,False,False,False,False,True,Windows 11 Home Edition
"Laptop gamingowy Acer Nitro V 15 ANV15-41-R4HG 15,6"" 165Hz R7 7735HS 16GB RAM 1TB Dysk SSD RTX4060 DLSS3 Win11 Czarny",3999.0,"15,6 "",  1920 x 1080 pikseli 165 Hz",15.6,1920,1080,2073600,165,16 GB  DDR5 RAM,16,1 TB SSD,1024,AMD Ryzen™ 7 7735HS,AMD Ryzen 7 7735HS,AMD,Ryzen 7,,NVIDIA® GeForce RTX™ 4060 + AMD Radeon™ 680M,NVIDIA GeForce RTX 4060 + AMD Radeon 680M,NVIDIA,GeForce RTX 4060,GeForce RTX 4060,True,True,True,True,False,Windows 11 Home Edition
"Apple MacBook Air 2024 15,3"" M3 8GB RAM 256GB Dysk macOS Północ",4499.0,"15,3"",  2880 x 1864 pikseli",15.3,2880,1864,5368320,,8 GB  zunifikowana RAM,8,256 GB SSD,256,Apple M3,Apple M3,Apple,M3,,Apple  M3 (10-rdzeni),Apple M3 (10-rdzeni),Apple,M3,,False,False,False,False,False,macOS Sonoma lub nowszy
"Laptop gamingowy Lenovo Legion 5 16IRX9 16"" 165Hz i7-13650HX 16GB RAM 512GB Dysk SSD RTX4060 DLSS3 Win11 Szary Funkcje AI",4999.0,"16 "",  2560 x 1600 pikseli 165 Hz",16.0,2560,1600,4096000,165,16 GB  DDR5 4800 Mhz RAM,16,512 GB SSD,512,Intel® Core™ i7 13gen 13650HX,Intel Core i7 13gen 13650HX,Intel,Core i7,13,NVIDIA® GeForce RTX™ 4060 + Intel UHD Graphics,NVIDIA GeForce RTX 4060 + Intel UHD Graphics,NVIDIA,GeForce RTX 4060,GeForce RTX 4060,True,True,True,False,True,Windows 11 Home Edition
"Laptop Acer Aspire Lite 16 AL16-52P 16"" i7-1355U 16GB RAM 512GB Dysk SSD Win11 Srebrny",2399.0,"16 "",  1920 x 1200 pikseli 60 Hz",16.0,1920,1200,2304000,60,16 GB  DDR5 4800 Mhz RAM,16,512 GB SSD,512,Intel® Core™ i7 13gen 1355U,Intel Core i7 13gen 1355U,Intel,Core i7,13,Intel®  Iris Xe Graphics (działający jako Intel® UHD Graphics),Intel Iris Xe Graphics (działający jako Intel UHD Graphics),Intel,Iris Xe,,False,False,False,False,True,Windows 11 Home Edition
"Laptop gamingowy MSI Vector 16 HX AI A2XWHG-094PL 16"" 240Hz Ultra 9 275HX 32GB RAM 1TB Dysk SSD RTX5070Ti DLSS4 Win11 Szary Funkcje AI",11799.0,"16 "",  2560 x 1600 pikseli 240 Hz",16.0,2560,1600,4096000,240,32 GB  DDR5 5600 Mhz RAM,32,1 TB SSD,1024,Intel® Core™ Ultra 9 15gen 275HX,Intel Core Ultra 9 15gen 275HX,Intel,Core Ultra 9,15,NVIDIA® GeForce RTX™ 5070 Ti + Intel Graphics,NVIDIA GeForce RTX 5070 Ti + Intel Graphics,NVIDIA,GeForce RTX 5070 Ti,GeForce RTX 5070 Ti,True,True,True,False,True,Windows 11 Home Edition
"Laptop gamingowy ASUS ROG Strix Scar 16 G635LW-U9644X 16"" 240Hz Ultra 9 275HX 64GB RAM 4TB Dysk SSD RTX5080 DLSS4 Win11 Pro Czarny AI",15899.0,"16 "",  2560 x 1600 pikseli 240 Hz",16.0,2560,1600,4096000,240,64 GB  DDR5 5600 Mhz RAM,64,4 TB SSD,4096,Intel® Core™ Ultra 9 15gen 275HX,Intel Core Ultra 9 15gen 275HX,Intel,Core Ultra 9,15,NVIDIA® Geforce RTX™ 5080 + Intel Graphics,NVIDIA Geforce RTX 5080 + Intel Graphics,NVIDIA,GeForce RTX 5080,GeForce RTX 5080,True,True,True,False,True,Windows 11 Professional
"Laptop gamingowy HP Victus 15-fb2719nw 15,6"" 144Hz R5 8645HS 16GB RAM 512GB Dysk SSD RTX3050 Win11 Czarno-srebrny Funkcje AI",3399.0,"15,6 "",  1920 x 1080 pikseli 144 Hz",15.6,1920,1080,2073600,144,16 GB  DDR5 5600 Mhz RAM,16,512 GB SSD,512,AMD Ryzen™ 5 8645HS,AMD Ryzen 5 8645HS,AMD,Ryzen 5,,NVIDIA® GeForce RTX™ 3050 + AMD Radeon™ 760M,NVIDIA GeForce RTX 3050 + AMD Radeon 760M,NVIDIA,GeForce RTX 3050,GeForce RTX 3050,True,True,True,True,False,Windows 11 Home Edition
"Laptop gamingowy MSI Katana 15 HX B14WFK-494XPL 15,6"" 144Hz i5-14450HX 16GB RAM 512GB Dysk SSD RTX5060 DLSS4 Czarny",4199.0,"15,6 "",  1920 x 1080 pikseli 144 Hz",15.6,1920,1080,2073600,144,16 GB  DDR5 5600 Mhz RAM,16,512 GB SSD,512,Intel® Core™ i5 14gen 14450HX,Intel Core i5 14gen 14450HX,Intel,Core i5,14,NVIDIA® GeForce RTX™ 5060 + Intel UHD Graphics,NVIDIA GeForce RTX 5060 + Intel UHD Graphics,NVIDIA,GeForce RTX 5060,GeForce RTX 5060,True,True,True,False,True,bez systemu
"Laptop Dell Inspiron 3520-9973 15,6"" 120Hz i5-1235U 16GB RAM 1TB Dysk SSD Win11 Srebrny",1999.0,"15,6 "",  1920 x 1080 pikseli 120 Hz",15.6,1920,1080,2073600,120,16 GB  DDR4 2666 MHz RAM,16,1 TB SSD,1024,Intel® Core™ i5 12gen 1235U,Intel Core i5 12gen 1235U,Intel,Core i5,12,Intel®  Iris Xe Graphics,Intel Iris Xe Graphics,Intel,Iris Xe,,False,False,False,False,True,Windows 11 Home Edition
"Laptop HP 15-fc0061nw 15,6"" AMD Ryzen 7 5825U 16GB RAM 512GB Dysk SSD Win11 Srebrny",2399.0,"15,6 "",  1920 x 1080 pikseli",15.6,1920,1080,2073600,,16 GB  DDR4 3200 MHz RAM,16,512 GB,512,AMD Ryzen™ 7 5825U,AMD Ryzen 7 5825U,AMD,Ryzen 7,,AMD  Radeon™ Graphics,AMD Radeon Graphics,AMD,Radeon,,False,False,False,True,False,Windows 11 Home Edition
"Laptop Lenovo V15 G5 IRL 15,6"" Core 5 120U 16GB RAM 512GB Dysk SSD Win11 Czarny Funkcje AI",2549.0,"15,6 "",  1920 x 1080 pikseli 60 Hz",15.6,1920,1080,2073600,60,16 GB  DDR5 5200 Mhz RAM,16,512 GB SSD,512,Intel® Core™ 5 120U,Intel Core 5 120U,Intel,Core 5,,Intel®  Graphics,Intel Graphics,Intel,,,False,False,False,False,True,Windows 11 Home Edition
"Laptop 2w1 Lenovo Yoga Slim 7x OLED 14,5"" Snapdragon X Elite X1E-78-100 32GB RAM 512GB Dysk SSD Win11 Niebieski Funkcje AI",4999.0,"14,5 "", ekran dotykowy 2944 x 1840 pikseli 90 Hz",14.5,2944,1840,5416960,90,32 GB  LPDDR5x 8448 Mhz RAM,32,512 GB SSD,512,Qualcomm® Snapdragon® X Elite X1E-78-100,Qualcomm Snapdragon X Elite X1E-78-100,Qualcomm,Snapdragon X Elite,,Qualcomm®  Adreno™ Graphics,Qualcomm Adreno Graphics,Qualcomm,Adreno,,False,False,False,False,False,Windows 11 Home Edition
"Laptop Lenovo Yoga Slim 7 ProX 14IAH7 14,5"" 120Hz i5-12500H 16GB RAM 512GB Dysk SSD Win11 Szary",5299.0,"14,5 "",  3072 x 1920 pikseli 120 Hz",14.5,3072,1920,5898240,120,16 GB  LPDDR5 6000 Mhz RAM,16,512 GB SSD,512,Intel® Core™ i5 12gen 12500H,Intel Core i5 12gen 12500H,Intel,Core i5,12,Intel®  Iris Xe Graphics,Intel Iris Xe Graphics,Intel,Iris Xe,,False,False,False,False,True,Windows 11 Home Edition
"Laptop ultrabook MSI Prestige 13 AI+ Evo A2VMG-020PL Copilot+ PC OLED 13,3"" Ultra 9 288V 32GB RAM 1TB Dysk SSD Win11 Pro Szary Funkcje AI",6999.0,"13,3 "",  2880 x 1800 pikseli 60 Hz",13.3,2880,1800,5184000,60,32 GB  LPDDR5x 8533 Mhz RAM,32,1 TB SSD,1024,Intel® Core™ Ultra 9 15gen 288V,Intel Core Ultra 9 15gen 288V,Intel,Core Ultra 9,15,Intel®  Arc Graphics 140V,Intel Arc Graphics 140V,Intel,Arc Graphics 140V,,False,False,False,False,True,Windows 11 Professional
"Laptop Dell Inspiron 3525-6518 15,6"" 120Hz R5 5625U 8GB RAM 512GB Dysk SSD Win11 Czarny",1499.0,"15,6 "",  1920 x 1080 pikseli 120 Hz",15.6,1920,1080,2073600,120,8 GB  DDR4 3200 MHz RAM,8,512 GB SSD,512,AMD Ryzen™ 5 5625U,AMD Ryzen 5 5625U,AMD,Ryzen 5,,AMD  Radeon™ Graphics,AMD Radeon Graphics,AMD,Radeon,,False,False,False,True,False,Windows 11 Home Edition
"Laptop Lenovo ThinkBook 16 G7 IML 16"" Ultra 7 155H 32GB RAM 1TB Dysk SSD Win11 Pro Szary Funkcje AI",5199.0,"16 "",  1920 x 1200 pikseli 60 Hz",16.0,1920,1200,2304000,60,32 GB  DDR5 5600 Mhz RAM,32,1 TB SSD,1024,Intel® Core™ Ultra 7 14gen 155H,Intel Core Ultra 7 14gen 155H,Intel,Core Ultra 7,14,Intel®  Arc Graphics,Intel Arc Graphics,Intel,Arc,,False,False,False,False,True,Windows 11 Professional
"Laptop gamingowy Lenovo LOQ 15ARP9 15,6"" 144Hz R7 7435HS 16GB RAM 1TB Dysk SSD RTX4060 Win11 Szary Funkcje AI",5399.0,"15,6 "",  1920 x 1080 pikseli 144 Hz",15.6,1920,1080,2073600,144,16 GB  DDR5 4800 Mhz RAM,16,1 TB SSD,1024,AMD Ryzen™ 7 7435HS,AMD Ryzen 7 7435HS,AMD,Ryzen 7,,NVIDIA® GeForce RTX™ 4060,NVIDIA GeForce RTX 4060,NVIDIA,GeForce RTX 4060,GeForce RTX 4060,True,True,True,False,False,Windows 11 Home Edition
"Laptop gamingowy Lenovo Legion 5 15ACH6H 15,6"" 165Hz R5 5600H 16GB RAM 512GB Dysk SSD RTX3060 Win11 Czarno-niebieski",6199.0,"15,6 "",  1920 x 1080 pikseli 165 Hz",15.6,1920,1080,2073600,165,16 GB  DDR4 3200 MHz RAM,16,512 GB SSD,512,AMD Ryzen™ 5 5600H,AMD Ryzen 5 5600H,AMD,Ryzen 5,,NVIDIA® GeForce RTX™ 3060 + AMD Radeon™  Graphics,NVIDIA GeForce RTX 3060 + AMD Radeon Graphics,NVIDIA,GeForce RTX 3060,GeForce RTX 3060,True,True,True,True,False,Windows 11 Home Edition
"Laptop Dell Inspiron 14 5440-7432 14"" Core 7 150U 16GB RAM 512GB Dysk SSD Win11 Pro Szaro-niebieski Funkcje AI",2199.0,"14 "",  1920 x 1200 pikseli 60 Hz",14.0,1920,1200,2304000,60,16 GB  DDR5 5200 Mhz RAM,16,512 GB SSD,512,Intel® Core™ 7 150U,Intel Core 7 150U,Intel,Core 7,,Intel®  Graphics,Intel Graphics,Intel,,,False,False,False,False,True,Windows 11 Professional
"Laptop HP Victus 15-fb3028nw 15,6"" 144Hz R5 240 16GB RAM 512GB Dysk SSD RTX5050 DLSS4 Win11 Czarno-srebrny Funkcje AI",4999.0,"15,6 "",  1920 x 1080 pikseli 144 Hz",15.6,1920,1080,2073600,144,16 GB  DDR5 5600 Mhz RAM,16,512 GB SSD,512,AMD Ryzen™ 5 240,AMD Ryzen 5 240,AMD,Ryzen 5,,NVIDIA® GeForce RTX™ 5050 + AMD Radeon™ 760M,NVIDIA GeForce RTX 5050 + AMD Radeon 760M,NVIDIA,GeForce RTX 5050,GeForce RTX 5050,False,True,True,True,False,Windows 11 Home Edition
